GISJOIN,AREANAME,PopTotal,White,NonWhite,WhiteNative,Black,MedHouseValue,MedGrossRent
G06003700060,STCTY-06037 TRACT-    0060     IN LOS ANGELES CA,5431,5414,17,4863,1,3588,32.46
G06003700061,STCTY-06037 TRACT-    0061     IN LOS ANGELES CA,6468,6461,7,5753,2,2939,27.11
G06003700062,STCTY-06037 TRACT-    0062     IN LOS ANGELES CA,4295,4226,69,3589,3,4339,31.74
G06003700063,STCTY-06037 TRACT-    0063     IN LOS ANGELES CA,6954,6916,38,5718,2,3670,29.17
G06003700064,STCTY-06037 TRACT-    0064     IN LOS ANGELES CA,6142,6116,26,5117,9,2678,25.95
G06003700065,STCTY-06037 TRACT-    0065     IN LOS ANGELES CA,4046,4040,6,3487,1,2829,28.83
G06003700066,STCTY-06037 TRACT-    0066     IN LOS ANGELES CA,3143,3131,12,2601,2,3040,28.49
G06003700067,STCTY-06037 TRACT-    0067     IN LOS ANGELES CA,4656,4601,55,3144,3,1922,15.98
G06003700068,STCTY-06037 TRACT-    0068     IN LOS ANGELES CA,5099,5098,1,4424,1,2907,24.39
G06003700069,STCTY-06037 TRACT-    0069     IN LOS ANGELES CA,5780,5582,198,4720,147,2500,22.18
G06003700070,STCTY-06037 TRACT-    0070     IN LOS ANGELES CA,2623,2587,36,2294,9,3303,25.64
G06003700071,STCTY-06037 TRACT-    0071     IN LOS ANGELES CA,7666,7567,99,6413,54,2708,23.8
G06003700072,STCTY-06037 TRACT-    0072     IN LOS ANGELES CA,6569,6513,56,5086,26,3222,24.37
G06003700073,STCTY-06037 TRACT-    0073     IN LOS ANGELES CA,3120,3112,8,2623,4,1966,22.87
G06003700074,STCTY-06037 TRACT-    0074     IN LOS ANGELES CA,4649,4631,18,4021,10,3083,24.88
G06003700075,STCTY-06037 TRACT-    0075     IN LOS ANGELES CA,1506,1506,0,1356,0,3114,28.36
G06003700076,STCTY-06037 TRACT-    0076     IN LOS ANGELES CA,7880,7849,31,6700,21,5995,45.2
G06003700077,STCTY-06037 TRACT-    0077     IN LOS ANGELES CA,4759,4746,13,3987,8,4548,42.79
G06003700078,STCTY-06037 TRACT-    0078     IN LOS ANGELES CA,7132,7082,50,6091,26,5656,39.14
G06003700079,STCTY-06037 TRACT-    0079     IN LOS ANGELES CA,11203,11100,103,9490,67,6450,53.33
G06003700080,STCTY-06037 TRACT-    0080     IN LOS ANGELES CA,7361,7271,90,5985,66,9549,45.61
G06003700081,STCTY-06037 TRACT-    0081     IN LOS ANGELES CA,6861,6824,37,4688,35,8000,43.91
G06003700082,STCTY-06037 TRACT-    0082     IN LOS ANGELES CA,6836,6625,211,5599,172,11070,66.41
G06003700083,STCTY-06037 TRACT-    0083     IN LOS ANGELES CA,4562,4337,225,3703,3,5208,35.03
G06003700084,STCTY-06037 TRACT-    0084     IN LOS ANGELES CA,6545,6352,193,5390,13,4333,32.94
G06003700085,STCTY-06037 TRACT-    0085     IN LOS ANGELES CA,4789,4774,15,4035,1,4043,34.85
G06003700086,STCTY-06037 TRACT-    0086     IN LOS ANGELES CA,6235,6219,16,5316,2,4283,34.42
G06003700087,STCTY-06037 TRACT-    0087     IN LOS ANGELES CA,4196,3668,528,3115,239,2689,29.26
G06003700088,STCTY-06037 TRACT-    0088     IN LOS ANGELES CA,4678,4545,133,4017,1,3395,29.83
G06003700089,STCTY-06037 TRACT-    0089     IN LOS ANGELES CA,5210,5182,28,4405,8,4076,31.77
G06003700090,STCTY-06037 TRACT-    0090     IN LOS ANGELES CA,4622,4598,24,3908,0,4549,33.54
G06003700091,STCTY-06037 TRACT-    0091     IN LOS ANGELES CA,2730,2726,4,2369,1,6134,35.43
G06003700092,STCTY-06037 TRACT-    0092     IN LOS ANGELES CA,4182,4164,18,3636,4,2794,31.1
G06003700093,STCTY-06037 TRACT-    0093     IN LOS ANGELES CA,2200,2180,20,1890,14,6450,64.73
G06003700094,STCTY-06037 TRACT-    0094     IN LOS ANGELES CA,5408,5351,57,4625,15,5451,39.18
G06003700095,STCTY-06037 TRACT-    0095     IN LOS ANGELES CA,3765,3748,17,3253,0,4892,37.56
G06003700096,STCTY-06037 TRACT-    0096     IN LOS ANGELES CA,4362,4347,15,3822,5,4500,35.34
G06003700097,STCTY-06037 TRACT-    0097     IN LOS ANGELES CA,2522,1594,928,1359,101,1994,27.17
G06003700098,STCTY-06037 TRACT-    0098     IN LOS ANGELES CA,2635,2489,146,2168,107,14802,76.71
G06003700099,STCTY-06037 TRACT-    0099     IN LOS ANGELES CA,7918,7738,180,6839,116,8959,46.34
G06003700100,STCTY-06037 TRACT-    0100     IN LOS ANGELES CA,6884,6809,75,6015,35,7097,44
G06003700101,STCTY-06037 TRACT-    0101     IN LOS ANGELES CA,11670,11594,76,9874,14,5300,41.45
G06003700102,STCTY-06037 TRACT-    0102     IN LOS ANGELES CA,3289,3252,37,2861,6,9375,37.59
G06003700103,STCTY-06037 TRACT-    0103     IN LOS ANGELES CA,5280,5175,105,4444,7,3567,31.29
G06003700104,STCTY-06037 TRACT-    0104     IN LOS ANGELES CA,5832,5799,33,4825,7,3584,32.42
G06003700105,STCTY-06037 TRACT-    0105     IN LOS ANGELES CA,5911,5572,339,4687,243,2872,25.39
G06003700106,STCTY-06037 TRACT-    0106     IN LOS ANGELES CA,3573,2926,647,2551,511,4394,33.99
G06003700107,STCTY-06037 TRACT-    0107     IN LOS ANGELES CA,5062,4467,595,3825,467,3377,26.62
G06003700108,STCTY-06037 TRACT-    0108     IN LOS ANGELES CA,4826,4710,116,4099,16,3219,22.64
G06003700109,STCTY-06037 TRACT-    0109     IN LOS ANGELES CA,2666,2637,29,2257,13,0,29.9
G06003700110,STCTY-06037 TRACT-    0110     IN LOS ANGELES CA,8859,8786,73,7325,13,4477,28.2
G06003700111,STCTY-06037 TRACT-    0111     IN LOS ANGELES CA,6568,6551,17,5775,2,0,26.34
G06003700112,STCTY-06037 TRACT-    0112     IN LOS ANGELES CA,7866,7778,88,6688,5,0,23.3
G06003700113,STCTY-06037 TRACT-    0113     IN LOS ANGELES CA,7186,6673,513,5257,12,2337,19
G06003700114,STCTY-06037 TRACT-    0114     IN LOS ANGELES CA,3938,3918,20,3244,0,3254,25.22
G06003700115,STCTY-06037 TRACT-    0115     IN LOS ANGELES CA,7659,7369,290,5131,2,3005,23.58
G06003700116,STCTY-06037 TRACT-    0116     IN LOS ANGELES CA,5514,4774,740,2836,9,3048,16.84
G06003700117,STCTY-06037 TRACT-    0117     IN LOS ANGELES CA,6769,5550,1219,4173,227,0,11.86
G06003700118,STCTY-06037 TRACT-    0118     IN LOS ANGELES CA,4035,3606,429,2362,17,0,14.42
G06003700119,STCTY-06037 TRACT-    0119     IN LOS ANGELES CA,3074,2738,336,1916,55,0,16.28
G06003700120,STCTY-06037 TRACT-    0120     IN LOS ANGELES CA,5792,5760,32,4145,9,2524,20.1
G06003700121,STCTY-06037 TRACT-    0121     IN LOS ANGELES CA,3766,3605,161,2473,7,2411,17.01
G06003700122,STCTY-06037 TRACT-    0122     IN LOS ANGELES CA,7051,6651,400,4598,12,2399,19.4
G06003700123,STCTY-06037 TRACT-    0123     IN LOS ANGELES CA,3250,3183,67,2580,45,2873,22.33
G06003700124,STCTY-06037 TRACT-    0124     IN LOS ANGELES CA,5173,5149,24,3412,8,2735,23.79
G06003700125,STCTY-06037 TRACT-    0125     IN LOS ANGELES CA,5392,5252,140,3623,10,2670,21
G06003700126,STCTY-06037 TRACT-    0126     IN LOS ANGELES CA,5567,5557,10,3078,3,2716,28.3
G06003700127,STCTY-06037 TRACT-    0127     IN LOS ANGELES CA,9041,8690,351,4708,216,2781,29.38
G06003700128,STCTY-06037 TRACT-    0128     IN LOS ANGELES CA,5378,4882,496,2796,13,3338,26.45
G06003700129,STCTY-06037 TRACT-    0129     IN LOS ANGELES CA,7556,5591,1965,3454,305,2714,25.35
G06003700130,STCTY-06037 TRACT-    0130     IN LOS ANGELES CA,7592,6424,1168,4753,63,2498,23.19
G06003700131,STCTY-06037 TRACT-    0131     IN LOS ANGELES CA,4076,3855,221,2724,8,2945,24.33
G06003700132,STCTY-06037 TRACT-    0132     IN LOS ANGELES CA,5876,5633,243,4343,5,2681,22.65
G06003700133,STCTY-06037 TRACT-    0133     IN LOS ANGELES CA,6251,5996,255,4836,2,3031,24.38
G06003700134,STCTY-06037 TRACT-    0134     IN LOS ANGELES CA,4233,4206,27,3543,4,2574,24
G06003700135,STCTY-06037 TRACT-    0135     IN LOS ANGELES CA,2387,2371,16,1966,1,2404,34.56
G06003700136,STCTY-06037 TRACT-    0136     IN LOS ANGELES CA,1844,1833,11,1598,2,3165,25
G06003700137,STCTY-06037 TRACT-    0137     IN LOS ANGELES CA,8373,8371,2,7568,1,3677,30.59
G06003700138,STCTY-06037 TRACT-    0138     IN LOS ANGELES CA,11831,11518,313,10501,264,11339,60.04
G06003700139,STCTY-06037 TRACT-    0139     IN LOS ANGELES CA,10166,10152,14,9245,8,5735,47.37
G06003700140,STCTY-06037 TRACT-    0140     IN LOS ANGELES CA,6444,6335,109,5629,71,6113,31.97
G06003700141,STCTY-06037 TRACT-    0141     IN LOS ANGELES CA,3545,3464,81,3172,9,2540,26.89
G06003700142,STCTY-06037 TRACT-    0142     IN LOS ANGELES CA,4468,4178,290,3805,9,3117,26.56
G06003700143,STCTY-06037 TRACT-    0143     IN LOS ANGELES CA,6578,5451,1127,4894,24,1936,20.07
G06003700144,STCTY-06037 TRACT-    0144     IN LOS ANGELES CA,11393,11291,102,10284,4,3780,32.85
G06003700145,STCTY-06037 TRACT-    0145     IN LOS ANGELES CA,7099,7014,85,6361,39,7028,52.93
G06003700146,STCTY-06037 TRACT-    0146     IN LOS ANGELES CA,6554,6544,10,5830,4,4586,37.38
G06003700147,STCTY-06037 TRACT-    0147     IN LOS ANGELES CA,5007,5001,6,4484,3,3694,31.93
G06003700148,STCTY-06037 TRACT-    0148     IN LOS ANGELES CA,4824,4765,59,4061,34,7989,55.18
G06003700149,STCTY-06037 TRACT-    0149     IN LOS ANGELES CA,4445,4395,50,3808,38,7162,54.39
G06003700150,STCTY-06037 TRACT-    0150     IN LOS ANGELES CA,3135,3104,31,2696,25,7114,54.61
G06003700151,STCTY-06037 TRACT-    0151     IN LOS ANGELES CA,7455,7381,74,6217,62,6942,58.43
G06003700152,STCTY-06037 TRACT-    0152     IN LOS ANGELES CA,4705,4684,21,3956,7,5763,50.75
G06003700153,STCTY-06037 TRACT-    0153     IN LOS ANGELES CA,4270,4253,17,3626,7,5125,43.7
G06003700154,STCTY-06037 TRACT-    0154     IN LOS ANGELES CA,3370,3362,8,2772,5,4695,45.78
G06003700155,STCTY-06037 TRACT-    0155     IN LOS ANGELES CA,8044,8028,16,6809,13,5702,46.62
G06003700156,STCTY-06037 TRACT-    0156     IN LOS ANGELES CA,2757,2755,2,2281,2,4576,37.63
G06003700157,STCTY-06037 TRACT-    0157     IN LOS ANGELES CA,4993,4965,28,4317,20,4524,33.66
G06003700158,STCTY-06037 TRACT-    0158     IN LOS ANGELES CA,6732,6727,5,5435,2,3922,36.56
G06003700159,STCTY-06037 TRACT-    0159     IN LOS ANGELES CA,4219,4213,6,3282,0,4101,35.62
G06003700160,STCTY-06037 TRACT-    0160     IN LOS ANGELES CA,4194,4088,106,3552,70,7374,57.66
G06003700161,STCTY-06037 TRACT-    0161     IN LOS ANGELES CA,6093,6070,23,5182,9,5584,39.79
G06003700162,STCTY-06037 TRACT-    0162     IN LOS ANGELES CA,5606,5582,24,4832,4,5202,34.98
G06003700163,STCTY-06037 TRACT-    0163     IN LOS ANGELES CA,1908,1852,56,1646,18,8272,39.76
G06003700164,STCTY-06037 TRACT-    0164     IN LOS ANGELES CA,5810,5729,81,5055,29,8376,47.67
G06003700165,STCTY-06037 TRACT-    0165     IN LOS ANGELES CA,8452,8364,88,7182,23,6534,37.95
G06003700166,STCTY-06037 TRACT-    0166     IN LOS ANGELES CA,5814,4685,1129,4007,219,2993,26.94
G06003700167,STCTY-06037 TRACT-    0167     IN LOS ANGELES CA,5209,4158,1051,3553,158,3135,24.1
G06003700168,STCTY-06037 TRACT-    0168     IN LOS ANGELES CA,4589,4556,33,4050,13,5478,34.77
G06003700169,STCTY-06037 TRACT-    0169     IN LOS ANGELES CA,5345,5269,76,4576,47,3747,26.64
G06003700170,STCTY-06037 TRACT-    0170     IN LOS ANGELES CA,8683,8609,74,7634,19,5479,28.78
G06003700171,STCTY-06037 TRACT-    0171     IN LOS ANGELES CA,4045,3995,50,3483,8,3413,24.1
G06003700172,STCTY-06037 TRACT-    0172     IN LOS ANGELES CA,5802,5677,125,4828,7,1464,22.04
G06003700173,STCTY-06037 TRACT-    0173     IN LOS ANGELES CA,5592,5530,62,4685,4,0,16.95
G06003700174,STCTY-06037 TRACT-    0174     IN LOS ANGELES CA,4359,4339,20,3696,8,4607,24.06
G06003700175,STCTY-06037 TRACT-    0175     IN LOS ANGELES CA,5561,5488,73,4860,7,0,20.8
G06003700176,STCTY-06037 TRACT-    0176     IN LOS ANGELES CA,3487,3446,41,3020,1,3059,23.37
G06003700177,STCTY-06037 TRACT-    0177     IN LOS ANGELES CA,3624,3578,46,3217,8,0,20.41
G06003700178,STCTY-06037 TRACT-    0178     IN LOS ANGELES CA,3611,3580,31,3125,1,3433,23.28
G06003700179,STCTY-06037 TRACT-    0179     IN LOS ANGELES CA,5930,5872,58,5125,3,3518,21.4
G06003700180,STCTY-06037 TRACT-    0180     IN LOS ANGELES CA,3780,3574,206,2828,0,0,12.91
G06003700181,STCTY-06037 TRACT-    0181     IN LOS ANGELES CA,5350,5254,96,4299,0,0,14.66
G06003700182,STCTY-06037 TRACT-    0182     IN LOS ANGELES CA,4752,4642,110,3886,3,0,15.98
G06003700183,STCTY-06037 TRACT-    0183     IN LOS ANGELES CA,4226,4195,31,3641,6,0,22.8
G06003700184,STCTY-06037 TRACT-    0184     IN LOS ANGELES CA,3686,3622,64,3100,0,0,14.15
G06003700185,STCTY-06037 TRACT-    0185     IN LOS ANGELES CA,5177,4554,623,3706,61,0,11.44
G06003700186,STCTY-06037 TRACT-    0186     IN LOS ANGELES CA,5031,3559,1472,2692,26,0,10.89
G06003700187,STCTY-06037 TRACT-    0187     IN LOS ANGELES CA,6479,5456,1023,4270,415,0,8.94
G06003700188,STCTY-06037 TRACT-    0188     IN LOS ANGELES CA,4548,3737,811,2903,150,0,10.37
G06003700189,STCTY-06037 TRACT-    0189     IN LOS ANGELES CA,3492,1856,1636,1341,378,0,14.29
G06003700190,STCTY-06037 TRACT-    0190     IN LOS ANGELES CA,2468,2459,9,2215,1,3192,31.2
G06003700191,STCTY-06037 TRACT-    0191     IN LOS ANGELES CA,7741,7335,406,6623,330,2485,25.05
G06003700192,STCTY-06037 TRACT-    0192     IN LOS ANGELES CA,7963,7906,57,6102,7,3118,23.58
G06003700193,STCTY-06037 TRACT-    0193     IN LOS ANGELES CA,4364,4329,35,3932,1,2928,23.88
G06003700194,STCTY-06037 TRACT-    0194     IN LOS ANGELES CA,727,712,15,668,1,0,23.16
G06003700195,STCTY-06037 TRACT-    0195     IN LOS ANGELES CA,593,583,10,536,6,8385,0
G06003700196,STCTY-06037 TRACT-    0196     IN LOS ANGELES CA,2999,2831,168,2442,0,2938,26.65
G06003700197,STCTY-06037 TRACT-    0197     IN LOS ANGELES CA,5518,5495,23,4621,1,2988,30.4
G06003700198,STCTY-06037 TRACT-    0198     IN LOS ANGELES CA,2650,2649,1,2088,0,3524,33.56
G06003700199,STCTY-06037 TRACT-    0199     IN LOS ANGELES CA,5678,5674,4,3948,2,4481,36.37
G06003700200,STCTY-06037 TRACT-    0200     IN LOS ANGELES CA,3152,3151,1,2402,1,3858,33.4
G06003700201,STCTY-06037 TRACT-    0201     IN LOS ANGELES CA,8737,8665,72,7383,28,5420,36.15
G06003700202,STCTY-06037 TRACT-    0202     IN LOS ANGELES CA,6167,6126,41,5088,3,3408,31.93
G06003700203,STCTY-06037 TRACT-    0203     IN LOS ANGELES CA,2644,2542,102,2130,61,5863,31.3
G06003700204,STCTY-06037 TRACT-    0204     IN LOS ANGELES CA,2866,1214,1652,905,948,3657,33.46
G06003700205,STCTY-06037 TRACT-    0205     IN LOS ANGELES CA,3414,2391,1023,1898,808,3277,28.29
G06003700206,STCTY-06037 TRACT-    0206     IN LOS ANGELES CA,3950,3950,0,3369,0,3453,32.38
G06003700207,STCTY-06037 TRACT-    0207     IN LOS ANGELES CA,9345,9331,14,8221,9,6235,44.78
G06003700208,STCTY-06037 TRACT-    0208     IN LOS ANGELES CA,3399,3355,44,2945,16,5221,27.44
G06003700209,STCTY-06037 TRACT-    0209     IN LOS ANGELES CA,4829,4621,208,3885,78,3025,26.31
G06003700210,STCTY-06037 TRACT-    0210     IN LOS ANGELES CA,4446,4334,112,3708,62,2902,24.5
G06003700211,STCTY-06037 TRACT-    0211     IN LOS ANGELES CA,2896,2880,16,2485,1,3703,28.2
G06003700212,STCTY-06037 TRACT-    0212     IN LOS ANGELES CA,3670,3651,19,3208,11,5311,27.95
G06003700213,STCTY-06037 TRACT-    0213     IN LOS ANGELES CA,5920,5803,117,4951,40,3445,27.52
G06003700214,STCTY-06037 TRACT-    0214     IN LOS ANGELES CA,3724,474,3250,347,2174,3248,28.55
G06003700215,STCTY-06037 TRACT-    0215     IN LOS ANGELES CA,3904,2232,1672,1938,1109,3496,24.82
G06003700216,STCTY-06037 TRACT-    0216     IN LOS ANGELES CA,2828,2691,137,2352,20,3591,22.65
G06003700217,STCTY-06037 TRACT-    0217     IN LOS ANGELES CA,4237,4230,7,3710,1,3529,30.29
G06003700218,STCTY-06037 TRACT-    0218     IN LOS ANGELES CA,5799,5765,34,5148,10,3171,29.05
G06003700219,STCTY-06037 TRACT-    0219     IN LOS ANGELES CA,7527,7438,89,6450,27,3943,24.37
G06003700220,STCTY-06037 TRACT-    0220     IN LOS ANGELES CA,4806,4718,88,4104,6,0,16.39
G06003700221,STCTY-06037 TRACT-    0221     IN LOS ANGELES CA,4292,4227,65,3602,3,2673,19
G06003700222,STCTY-06037 TRACT-    0222     IN LOS ANGELES CA,5183,5104,79,4376,24,2728,19.63
G06003700223,STCTY-06037 TRACT-    0223     IN LOS ANGELES CA,7032,5012,2020,3633,1381,2929,18.85
G06003700224,STCTY-06037 TRACT-    0224     IN LOS ANGELES CA,4042,1571,2471,1131,2385,3100,19.61
G06003700225,STCTY-06037 TRACT-    0225     IN LOS ANGELES CA,5895,2962,2933,2151,2161,3007,23.11
G06003700226,STCTY-06037 TRACT-    0226     IN LOS ANGELES CA,6429,806,5623,525,5575,2337,23.05
G06003700227,STCTY-06037 TRACT-    0227     IN LOS ANGELES CA,4938,2077,2861,1474,2657,3248,23.38
G06003700228,STCTY-06037 TRACT-    0228     IN LOS ANGELES CA,4965,4962,3,4394,0,4559,34.55
G06003700229,STCTY-06037 TRACT-    0229     IN LOS ANGELES CA,6603,6593,10,5818,1,4301,37.9
G06003700230,STCTY-06037 TRACT-    0230     IN LOS ANGELES CA,353,334,19,317,0,0,0
G06003700231,STCTY-06037 TRACT-    0231     IN LOS ANGELES CA,5316,5316,0,4679,0,4315,37.37
G06003700232,STCTY-06037 TRACT-    0232     IN LOS ANGELES CA,5991,5987,4,5259,1,3656,32.07
G06003700233,STCTY-06037 TRACT-    0233     IN LOS ANGELES CA,4755,4734,21,4206,0,4451,35.96
G06003700234,STCTY-06037 TRACT-    0234     IN LOS ANGELES CA,4319,4292,27,3712,2,4392,38.02
G06003700235,STCTY-06037 TRACT-    0235     IN LOS ANGELES CA,5467,5450,17,4844,1,4332,30.75
G06003700236,STCTY-06037 TRACT-    0236     IN LOS ANGELES CA,5428,5409,19,4728,0,2892,29.18
G06003700237,STCTY-06037 TRACT-    0237     IN LOS ANGELES CA,5916,5898,18,5192,1,3703,31.87
G06003700238,STCTY-06037 TRACT-    0238     IN LOS ANGELES CA,6113,6102,11,5375,3,3797,32.88
G06003700239,STCTY-06037 TRACT-    0239     IN LOS ANGELES CA,4910,4890,20,4150,0,3389,28.56
G06003700240,STCTY-06037 TRACT-    0240     IN LOS ANGELES CA,3845,3842,3,3371,0,3386,33.01
G06003700241,STCTY-06037 TRACT-    0241     IN LOS ANGELES CA,4796,4781,15,4135,2,3504,32.1
G06003700242,STCTY-06037 TRACT-    0242     IN LOS ANGELES CA,3782,3763,19,3175,1,3188,29.35
G06003700243,STCTY-06037 TRACT-    0243     IN LOS ANGELES CA,3838,3808,30,3284,3,3135,26.79
G06003700244,STCTY-06037 TRACT-    0244     IN LOS ANGELES CA,4884,4836,48,4167,0,3202,26.16
G06003700245,STCTY-06037 TRACT-    0245     IN LOS ANGELES CA,5221,5181,40,4396,18,3433,26.4
G06003700246,STCTY-06037 TRACT-    0246     IN LOS ANGELES CA,4037,3948,89,3379,47,3294,26.88
G06003700247,STCTY-06037 TRACT-    0247     IN LOS ANGELES CA,6097,5481,616,4500,510,2611,22.73
G06003700248,STCTY-06037 TRACT-    0248     IN LOS ANGELES CA,5218,1981,3237,1495,3167,2857,24.21
G06003700249,STCTY-06037 TRACT-    0249     IN LOS ANGELES CA,6403,2856,3547,2200,3441,2706,26.01
G06003700250,STCTY-06037 TRACT-    0250     IN LOS ANGELES CA,5898,3391,2507,2758,2460,3318,24.92
G06003700251,STCTY-06037 TRACT-    0251     IN LOS ANGELES CA,5339,2943,2396,2510,2341,2800,23.17
G06003700252,STCTY-06037 TRACT-    0252     IN LOS ANGELES CA,4759,284,4475,188,4447,2753,26.66
G06003700253,STCTY-06037 TRACT-    0253     IN LOS ANGELES CA,4934,2185,2749,1611,2739,2067,20.82
G06003700254,STCTY-06037 TRACT-    0254     IN LOS ANGELES CA,5531,504,5027,342,4979,2730,25.29
G06003700255,STCTY-06037 TRACT-    0255     IN LOS ANGELES CA,3636,839,2797,614,2766,2276,21.85
G06003700256,STCTY-06037 TRACT-    0256     IN LOS ANGELES CA,5090,1489,3601,1131,3568,2573,22.57
G06003700257,STCTY-06037 TRACT-    0257     IN LOS ANGELES CA,4803,4794,9,4282,0,3138,30.13
G06003700258,STCTY-06037 TRACT-    0258     IN LOS ANGELES CA,6166,6152,14,5407,7,3448,28.31
G06003700259,STCTY-06037 TRACT-    0259     IN LOS ANGELES CA,5156,5156,0,4661,0,3877,36.55
G06003700260,STCTY-06037 TRACT-    0260     IN LOS ANGELES CA,6357,6348,9,5522,1,3336,31.86
G06003700261,STCTY-06037 TRACT-    0261     IN LOS ANGELES CA,7053,7026,27,6133,3,2791,26.83
G06003700262,STCTY-06037 TRACT-    0262     IN LOS ANGELES CA,3490,3489,1,3102,0,4735,43.73
G06003700263,STCTY-06037 TRACT-    0263     IN LOS ANGELES CA,3517,3514,3,3101,0,3996,36.63
G06003700264,STCTY-06037 TRACT-    0264     IN LOS ANGELES CA,4931,4931,0,4355,0,2847,26.94
G06003700265,STCTY-06037 TRACT-    0265     IN LOS ANGELES CA,3722,3722,0,3370,0,4571,40.88
G06003700266,STCTY-06037 TRACT-    0266     IN LOS ANGELES CA,4286,4282,4,3724,2,4741,35.87
G06003700267,STCTY-06037 TRACT-    0267     IN LOS ANGELES CA,5468,5456,12,4805,0,3333,27.52
G06003700268,STCTY-06037 TRACT-    0268     IN LOS ANGELES CA,2828,2816,12,2398,0,2790,24.45
G06003700269,STCTY-06037 TRACT-    0269     IN LOS ANGELES CA,1505,1504,1,1327,1,2313,23.25
G06003700270,STCTY-06037 TRACT-    0270     IN LOS ANGELES CA,4508,4506,2,3916,0,2936,25.66
G06003700271,STCTY-06037 TRACT-    0271     IN LOS ANGELES CA,2328,2328,0,2074,0,2342,25.38
G06003700272,STCTY-06037 TRACT-    0272     IN LOS ANGELES CA,3639,3631,8,3172,1,2524,25.19
G06003700273,STCTY-06037 TRACT-    0273     IN LOS ANGELES CA,4261,4255,6,3662,0,3152,28.38
G06003700274,STCTY-06037 TRACT-    0274     IN LOS ANGELES CA,3698,3691,7,3198,1,2809,26.16
G06003700275,STCTY-06037 TRACT-    0275     IN LOS ANGELES CA,4747,4735,12,4121,0,3122,28.17
G06003700276,STCTY-06037 TRACT-    0276     IN LOS ANGELES CA,5390,5382,8,4849,1,4821,39.06
G06003700277,STCTY-06037 TRACT-    0277     IN LOS ANGELES CA,6221,6212,9,5540,1,3271,27.8
G06003700278,STCTY-06037 TRACT-    0278     IN LOS ANGELES CA,4072,4065,7,3614,1,4247,33.64
G06003700279,STCTY-06037 TRACT-    0279     IN LOS ANGELES CA,4544,4528,16,3928,2,2967,26.03
G06003700280,STCTY-06037 TRACT-    0280     IN LOS ANGELES CA,8162,8103,59,7367,48,2572,25.51
G06003700281,STCTY-06037 TRACT-    0281     IN LOS ANGELES CA,4130,4128,2,3705,1,2622,26.11
G06003700282,STCTY-06037 TRACT-    0282     IN LOS ANGELES CA,5566,5549,17,4968,0,2491,25.74
G06003700283,STCTY-06037 TRACT-    0283     IN LOS ANGELES CA,4425,4417,8,4128,2,2228,24.57
G06003700284,STCTY-06037 TRACT-    0284     IN LOS ANGELES CA,4330,4223,107,3888,69,2500,26.31
G06003700285,STCTY-06037 TRACT-    0285     IN LOS ANGELES CA,5685,4893,792,4165,730,1920,20.7
G06003700286,STCTY-06037 TRACT-    0286     IN LOS ANGELES CA,5618,2558,3060,1879,2948,1883,18.15
G06003700287,STCTY-06037 TRACT-    0287     IN LOS ANGELES CA,5652,3999,1653,2956,1610,1611,17.08
G06003700288,STCTY-06037 TRACT-    0288     IN LOS ANGELES CA,2103,1931,172,1755,2,3246,24.45
G06003700289,STCTY-06037 TRACT-    0289     IN LOS ANGELES CA,2614,2485,129,2246,0,2673,22.87
G06003700290,STCTY-06037 TRACT-    0290     IN LOS ANGELES CA,5393,5010,383,4472,6,2893,23.61
G06003700291,STCTY-06037 TRACT-    0291     IN LOS ANGELES CA,5051,5033,18,4620,2,3222,29.03
G06003700292,STCTY-06037 TRACT-    0292     IN LOS ANGELES CA,5214,4963,251,4179,108,2342,20.92
G06003700293,STCTY-06037 TRACT-    0293     IN LOS ANGELES CA,1968,1889,79,1578,16,0,17.99
G06003700294,STCTY-06037 TRACT-    0294     IN LOS ANGELES CA,3831,1534,2297,1217,44,0,15.9
G06003700295,STCTY-06037 TRACT-    0295     IN LOS ANGELES CA,5293,5124,169,4208,78,3015,21.94
G06003700296,STCTY-06037 TRACT-    0296     IN LOS ANGELES CA,4510,4202,308,3110,120,1931,16.89
G06003700297,STCTY-06037 TRACT-    0297     IN LOS ANGELES CA,3941,3826,115,2894,36,2943,24.66
