GISJOIN,AREANAME,PopTotal,White,NonWhite,WhiteNative,Black,MedHouseValue,MedGrossRent
G390113000126,STCTY-39113 TRACT-    0012-6   IN DAYTON OH,3617,3616,1,3515,1,3480,35.83
G390113000127,STCTY-39113 TRACT-    0012-7   IN DAYTON OH,2425,2423,2,2389,2,4887,40.78
G3901130C0001,STCTY-39113 TRACT-  C 0001     IN DAYTON OH ADJ AREA,7652,7553,99,7254,99,8946,66.19
G3901530A0001,STCTY-39153 TRACT-  A 0001     IN AKRON OH,4669,2302,2367,1747,2365,2569,20.87
G3901530A0002,STCTY-39153 TRACT-  A 0002     IN AKRON OH,4046,4031,15,3826,13,2927,29.93
G3901530A0003,STCTY-39153 TRACT-  A 0003     IN AKRON OH,3555,2995,560,2735,558,3159,23.57
G3901530A0004,STCTY-39153 TRACT-  A 0004     IN AKRON OH,4796,4776,20,4459,20,3311,29.84
G3901530A0005,STCTY-39153 TRACT-  A 0005     IN AKRON OH,4559,4241,318,3607,318,2693,26.2
G3901530A0006,STCTY-39153 TRACT-  A 0006     IN AKRON OH,4466,3459,1007,2564,1006,2296,22.56
G3901530A0007,STCTY-39153 TRACT-  A 0007     IN AKRON OH,3817,3717,100,3285,100,2564,27.51
G3901530A0008,STCTY-39153 TRACT-  A 0008     IN AKRON OH,6000,4848,1152,3937,1152,2639,27.54
G3901530A0009,STCTY-39153 TRACT-  A 0009     IN AKRON OH,6076,6006,70,5507,69,2956,25.88
G3901530B0001,STCTY-39153 TRACT-  B 0001     IN AKRON OH,4957,4954,3,4568,3,3584,35.19
G3901530B0002,STCTY-39153 TRACT-  B 0002     IN AKRON OH,7729,7686,43,6604,42,3463,33.64
G3901530B0003,STCTY-39153 TRACT-  B 0003     IN AKRON OH,4909,4407,502,3927,502,3043,32.13
G3901530B0004,STCTY-39153 TRACT-  B 0004     IN AKRON OH,3605,3559,46,3289,46,2785,30.42
G3901530B0005,STCTY-39153 TRACT-  B 0005     IN AKRON OH,4867,4772,95,4299,91,3022,27.89
G3901530B0006,STCTY-39153 TRACT-  B 0006     IN AKRON OH,5082,5070,12,4849,12,3948,31.6
G3901530B0007,STCTY-39153 TRACT-  B 0007     IN AKRON OH,3563,3563,0,3422,0,3690,37.62
G3901530B0008,STCTY-39153 TRACT-  B 0008     IN AKRON OH,3255,3255,0,3109,0,3398,34.5
G3901530BC0001,STCTY-39153 TRACT- BC 0001     IN AKRON OH ADJ AREA,7802,7264,538,6226,535,3554,27.39
G3901530BC0002,STCTY-39153 TRACT- BC 0002     IN AKRON OH ADJ AREA,4553,4553,0,4191,0,3486,31.67
G3901530BC0003,STCTY-39153 TRACT- BC 0003     IN AKRON OH ADJ AREA,3845,3471,374,2884,374,2657,25.75
G3901530BC0004,STCTY-39153 TRACT- BC 0004     IN AKRON OH ADJ AREA,1890,1878,12,1737,12,3179,28.39
G3901530BC0005,STCTY-39153 TRACT- BC 0005     IN AKRON OH ADJ AREA,5938,5929,9,4866,9,3055,26.33
G3901530C0001,STCTY-39153 TRACT-  C 0001     IN AKRON OH,4457,4433,24,4027,24,2271,29.17
G3901530C0002,STCTY-39153 TRACT-  C 0002     IN AKRON OH,4754,4671,83,4163,83,3376,29.07
G3901530C0003,STCTY-39153 TRACT-  C 0003     IN AKRON OH,2966,2964,2,2667,2,3285,32.34
G3901530C0004,STCTY-39153 TRACT-  C 0004     IN AKRON OH,5935,5358,577,4578,577,2395,24.16
G3901530C0005,STCTY-39153 TRACT-  C 0005     IN AKRON OH,4485,4194,291,3851,285,2794,26.78
G3901530C0006,STCTY-39153 TRACT-  C 0006     IN AKRON OH,3669,3665,4,3368,2,3163,26.47
G3901530C0007,STCTY-39153 TRACT-  C 0007     IN AKRON OH,4904,4877,27,4671,26,3446,32.59
G3901530C0008,STCTY-39153 TRACT-  C 0008     IN AKRON OH,1031,1030,1,981,1,2944,0
G3901530CFC0001,STCTY-39153 TRACT-CFC 0001     IN AKRON OH ADJ AREA,4224,4220,4,3970,4,2931,30.66
G3901530CFC0002,STCTY-39153 TRACT-CFC 0002     IN AKRON OH ADJ AREA,6784,6784,0,6452,0,5310,43.76
G3901530CFC0003,STCTY-39153 TRACT-CFC 0003     IN AKRON OH ADJ AREA,1850,1849,1,1749,1,5292,46.5
G3901530CFC0004,STCTY-39153 TRACT-CFC 0004     IN AKRON OH ADJ AREA,2481,2481,0,2381,0,4253,33.75
G3901530CFC0005,STCTY-39153 TRACT-CFC 0005     IN AKRON OH ADJ AREA,2603,2603,0,2489,0,3760,43.21
G3901530CFC0006,STCTY-39153 TRACT-CFC 0006     IN AKRON OH ADJ AREA,2604,2604,0,2502,0,3736,37.71
G3901530D0001,STCTY-39153 TRACT-  D 0001     IN AKRON OH,4084,3966,118,3656,118,3334,29.14
G3901530D0002,STCTY-39153 TRACT-  D 0002     IN AKRON OH,4603,4581,22,3695,22,2676,31.66
G3901530D0003,STCTY-39153 TRACT-  D 0003     IN AKRON OH,3660,2640,1020,1944,1018,2424,22.06
G3901530D0004,STCTY-39153 TRACT-  D 0004     IN AKRON OH,3670,3539,131,2940,127,2827,24.93
G3901530D0005,STCTY-39153 TRACT-  D 0005     IN AKRON OH,3614,3594,20,2930,20,3300,32.72
G3901530D0006,STCTY-39153 TRACT-  D 0006     IN AKRON OH,5348,5041,307,4164,307,3336,31.55
G3901530D0007,STCTY-39153 TRACT-  D 0007     IN AKRON OH,5473,5473,0,5018,0,4765,39.31
G3901530D0008,STCTY-39153 TRACT-  D 0008     IN AKRON OH,2362,2362,0,2175,0,4759,35.83
G3901530E0001,STCTY-39153 TRACT-  E 0001     IN AKRON OH,2419,2419,0,2253,0,2802,28.52
G3901530E0002,STCTY-39153 TRACT-  E 0002     IN AKRON OH,4082,4019,63,3547,63,3687,31.74
G3901530E0003,STCTY-39153 TRACT-  E 0003     IN AKRON OH,4082,4041,41,3803,41,2944,28.37
G3901530E0004,STCTY-39153 TRACT-  E 0004     IN AKRON OH,5271,5271,0,4867,0,3288,32.75
G3901530E0005,STCTY-39153 TRACT-  E 0005     IN AKRON OH,2903,2902,1,2651,1,3718,31.04
G3901530E0006,STCTY-39153 TRACT-  E 0006     IN AKRON OH,4490,4175,315,3606,314,2788,25.66
G3901530E0007,STCTY-39153 TRACT-  E 0007     IN AKRON OH,5685,5685,0,5192,0,3055,29.82
G3901530E0008,STCTY-39153 TRACT-  E 0008     IN AKRON OH,3284,3284,0,3040,0,2595,29.62
G3901530E0009,STCTY-39153 TRACT-  E 0009     IN AKRON OH,2519,2506,13,2247,13,3419,27.25
G3901530F0001,STCTY-39153 TRACT-  F 0001     IN AKRON OH,2189,2171,18,2039,18,10903,71.71
G3901530F0002,STCTY-39153 TRACT-  F 0002     IN AKRON OH,3097,3092,5,2869,5,8021,65.8
G3901530F0003,STCTY-39153 TRACT-  F 0003     IN AKRON OH,6974,6791,183,5758,183,4729,43.48
G3901530F0004,STCTY-39153 TRACT-  F 0004     IN AKRON OH,4482,4471,11,4122,11,5747,49.87
G3901530F0005,STCTY-39153 TRACT-  F 0005     IN AKRON OH,5107,5101,6,4518,6,5349,47.34
G3901530F0006,STCTY-39153 TRACT-  F 0006     IN AKRON OH,4020,4016,4,3690,4,4661,40.59
G3901530F0007,STCTY-39153 TRACT-  F 0007     IN AKRON OH,3988,3357,631,2579,631,3315,32.61
G3901530F0008,STCTY-39153 TRACT-  F 0008     IN AKRON OH,4724,4164,560,3357,552,2892,29.64
G3901530F0009,STCTY-39153 TRACT-  F 0009     IN AKRON OH,4527,4512,15,4121,5,3358,30.94
G3901530G0001,STCTY-39153 TRACT-  G 0001     IN AKRON OH,1118,1085,33,1034,33,13235,0
G3901530G0002,STCTY-39153 TRACT-  G 0002     IN AKRON OH,3602,3573,29,3320,27,9649,61.09
G3901530G0003,STCTY-39153 TRACT-  G 0003     IN AKRON OH,4141,4118,23,3867,23,6263,47.47
G3901530G0004,STCTY-39153 TRACT-  G 0004     IN AKRON OH,4371,3114,1257,2549,1257,2228,26.75
G3901530G0005,STCTY-39153 TRACT-  G 0005     IN AKRON OH,7382,7259,123,6551,123,3997,34.59
G3901530G0006,STCTY-39153 TRACT-  G 0006     IN AKRON OH,5368,5327,41,4920,41,3754,36.79
G40010900001,STCTY-40109 TRACT-    0001     IN OKLAHOMA CITY OK,3532,3517,15,3477,13,2921,29.47
G40010900002,STCTY-40109 TRACT-    0002     IN OKLAHOMA CITY OK,4009,3964,45,3907,43,3749,25.26
G40010900003,STCTY-40109 TRACT-    0003     IN OKLAHOMA CITY OK,3538,3321,217,3260,210,6768,33.05
G40010900004,STCTY-40109 TRACT-    0004     IN OKLAHOMA CITY OK,1262,1248,14,1230,0,2583,22.89
G40010900005,STCTY-40109 TRACT-    0005     IN OKLAHOMA CITY OK,1343,1333,10,1316,10,3814,32.48
G40010900006,STCTY-40109 TRACT-    0006     IN OKLAHOMA CITY OK,1589,1549,40,1520,39,8116,34.82
G40010900007,STCTY-40109 TRACT-    0007     IN OKLAHOMA CITY OK,2663,2644,19,2594,18,4596,36.56
G40010900008,STCTY-40109 TRACT-    0008     IN OKLAHOMA CITY OK,2978,2920,58,2859,46,4091,34.39
G40010900009,STCTY-40109 TRACT-    0009     IN OKLAHOMA CITY OK,2072,2046,26,2030,14,6443,0
G40010900010,STCTY-40109 TRACT-    0010     IN OKLAHOMA CITY OK,4041,4023,18,3943,17,3471,33.1
G40010900011,STCTY-40109 TRACT-    0011     IN OKLAHOMA CITY OK,2043,2033,10,1992,10,3635,35.35
G40010900012,STCTY-40109 TRACT-    0012     IN OKLAHOMA CITY OK,2495,2453,42,2410,42,3313,37.92
G40010900013,STCTY-40109 TRACT-    0013     IN OKLAHOMA CITY OK,2049,1976,73,1954,73,3632,31.92
G40010900014,STCTY-40109 TRACT-    0014     IN OKLAHOMA CITY OK,3443,3425,18,3392,18,3613,33.84
G40010900015,STCTY-40109 TRACT-    0015     IN OKLAHOMA CITY OK,3801,3607,194,3552,185,7317,37.93
G40010900016,STCTY-40109 TRACT-    0016     IN OKLAHOMA CITY OK,2075,2032,43,2000,43,0,30.99
G40010900017,STCTY-40109 TRACT-    0017     IN OKLAHOMA CITY OK,2494,2204,290,2149,288,8953,25.75
G40010900018,STCTY-40109 TRACT-    0018     IN OKLAHOMA CITY OK,3252,3086,166,3020,164,5557,35.88
G40010900019,STCTY-40109 TRACT-    0019     IN OKLAHOMA CITY OK,4911,4749,162,4673,159,5140,38.15
G40010900020,STCTY-40109 TRACT-    0020     IN OKLAHOMA CITY OK,4819,4767,52,4688,46,5047,39.32
G40010900021,STCTY-40109 TRACT-    0021     IN OKLAHOMA CITY OK,3712,3671,41,3623,33,4369,30.13
G40010900022,STCTY-40109 TRACT-    0022     IN OKLAHOMA CITY OK,2808,2803,5,2772,3,3479,29.55
G40010900023,STCTY-40109 TRACT-    0023     IN OKLAHOMA CITY OK,4967,4939,28,4844,18,3887,34.92
G40010900024,STCTY-40109 TRACT-    0024     IN OKLAHOMA CITY OK,5906,5870,36,5743,34,3472,31.01
G40010900025,STCTY-40109 TRACT-    0025     IN OKLAHOMA CITY OK,4386,4285,101,4186,94,4405,23.07
G40010900026,STCTY-40109 TRACT-    0026     IN OKLAHOMA CITY OK,4458,4317,141,4262,134,4143,22.81
G40010900027,STCTY-40109 TRACT-    0027     IN OKLAHOMA CITY OK,3539,2969,570,2933,566,3482,25.31
G40010900028,STCTY-40109 TRACT-    0028     IN OKLAHOMA CITY OK,4291,4111,180,4067,170,2488,25.7
G40010900029,STCTY-40109 TRACT-    0029     IN OKLAHOMA CITY OK,3782,127,3655,123,3655,917,15.41
G40010900030,STCTY-40109 TRACT-    0030     IN OKLAHOMA CITY OK,8157,4096,4061,4046,4012,2329,19.01
G40010900031,STCTY-40109 TRACT-    0031     IN OKLAHOMA CITY OK,2627,2581,46,2511,27,0,18.92
G40010900032,STCTY-40109 TRACT-    0032     IN OKLAHOMA CITY OK,7952,7910,42,7756,18,2766,19.45
G40010900033,STCTY-40109 TRACT-    0033     IN OKLAHOMA CITY OK,4711,4705,6,4601,2,2603,23.56
G40010900034,STCTY-40109 TRACT-    0034     IN OKLAHOMA CITY OK,2216,2202,14,2164,14,1781,22.17
G40010900035,STCTY-40109 TRACT-    0035     IN OKLAHOMA CITY OK,4478,3509,969,3468,955,1890,13.17
G40010900036,STCTY-40109 TRACT-    0036     IN OKLAHOMA CITY OK,3780,3541,239,3461,228,0,13.37
G40010900037,STCTY-40109 TRACT-    0037     IN OKLAHOMA CITY OK,7505,7249,256,7061,205,1571,13
G40010900038,STCTY-40109 TRACT-    0038     IN OKLAHOMA CITY OK,8950,2173,6777,2108,6767,722,13.76
G40010900039,STCTY-40109 TRACT-    0039     IN OKLAHOMA CITY OK,6639,6636,3,6609,0,1035,14.46
G40010900040,STCTY-40109 TRACT-    0040     IN OKLAHOMA CITY OK,2595,2131,464,2009,463,1131,12.26
G40010900041,STCTY-40109 TRACT-    0041     IN OKLAHOMA CITY OK,4074,4070,4,3990,0,2144,15.32
G40010900042,STCTY-40109 TRACT-    0042     IN OKLAHOMA CITY OK,1890,1890,0,1879,0,1155,15.72
G40010900043,STCTY-40109 TRACT-    0043     IN OKLAHOMA CITY OK,3979,3979,0,3935,0,1541,18.2
G40010900044,STCTY-40109 TRACT-    0044     IN OKLAHOMA CITY OK,3917,3917,0,3905,0,2871,17.37
G40010900045,STCTY-40109 TRACT-    0045     IN OKLAHOMA CITY OK,2662,2660,2,2629,0,2871,26.09
G40010900046,STCTY-40109 TRACT-    0046     IN OKLAHOMA CITY OK,1830,1829,1,1803,0,2048,20.98
G40010900047,STCTY-40109 TRACT-    0047     IN OKLAHOMA CITY OK,3057,3057,0,3031,0,2550,21.93
G40010900048,STCTY-40109 TRACT-    0048     IN OKLAHOMA CITY OK,3079,3077,2,3066,0,1915,17.39
G40010900049,STCTY-40109 TRACT-    0049     IN OKLAHOMA CITY OK,5063,5062,1,5014,1,2347,23.65
G40010900050,STCTY-40109 TRACT-    0050     IN OKLAHOMA CITY OK,2358,2358,0,2342,0,2443,22.15
G40010900051,STCTY-40109 TRACT-    0051     IN OKLAHOMA CITY OK,1151,1139,12,1131,12,1328,15.15
G40010900052,STCTY-40109 TRACT-    0052     IN OKLAHOMA CITY OK,666,659,7,652,6,0,0
G40010900053,STCTY-40109 TRACT-    0053     IN OKLAHOMA CITY OK,3764,3735,29,3726,19,255,14.63
G40010900054,STCTY-40109 TRACT-    0054     IN OKLAHOMA CITY OK,1237,1222,15,1219,0,1229,15.65
G40010900055,STCTY-40109 TRACT-    0055     IN OKLAHOMA CITY OK,557,557,0,554,0,0,0
G40010900056,STCTY-40109 TRACT-    0056     IN OKLAHOMA CITY OK,1532,1532,0,1528,0,458,10.52
G40010900057,STCTY-40109 TRACT-    0057     IN OKLAHOMA CITY OK,936,516,420,514,420,0,10.21
G40010900058,STCTY-40109 TRACT-    0058     IN OKLAHOMA CITY OK,2015,1968,47,1956,37,277,11.6
G40010900059,STCTY-40109 TRACT-    0059     IN OKLAHOMA CITY OK,3158,3140,18,3095,11,2419,17.83
G40010900060,STCTY-40109 TRACT-    0060     IN OKLAHOMA CITY OK,1631,1626,5,1615,2,4285,18.25
G4001090OC0001,STCTY-40109 TRACT- OC 0001     IN OKLAHOMA CITY OK ADJ AREA,650,464,186,456,179,0,0
G4001090OC0002,STCTY-40109 TRACT- OC 0002     IN OKLAHOMA CITY OK ADJ AREA,1004,944,60,928,58,0,0
G4001090OC0003,STCTY-40109 TRACT- OC 0003     IN OKLAHOMA CITY OK ADJ AREA,2239,2237,2,2223,1,1880,21.26
G4001090OC0004,STCTY-40109 TRACT- OC 0004     IN OKLAHOMA CITY OK ADJ AREA,942,803,139,790,136,15100,0
G4001090OC0005,STCTY-40109 TRACT- OC 0005     IN OKLAHOMA CITY OK ADJ AREA,670,657,13,644,7,0,0
G4001090OC0006,STCTY-40109 TRACT- OC 0006     IN OKLAHOMA CITY OK ADJ AREA,508,504,4,499,2,0,0
G4001090OC0007,STCTY-40109 TRACT- OC 0007     IN OKLAHOMA CITY OK ADJ AREA,794,790,4,774,3,0,0
G4001090OC0008,STCTY-40109 TRACT- OC 0008     IN OKLAHOMA CITY OK ADJ AREA,2590,2590,0,2582,0,2570,19.85
G4001090OC0009,STCTY-40109 TRACT- OC 0009     IN OKLAHOMA CITY OK ADJ AREA,1942,1915,27,1886,27,3149,0
G4001090OC0010,STCTY-40109 TRACT- OC 0010     IN OKLAHOMA CITY OK ADJ AREA,683,683,0,674,0,414,0
G4001090OC0011,STCTY-40109 TRACT- OC 0011     IN OKLAHOMA CITY OK ADJ AREA,213,208,5,204,5,0,0
G4001090OC0012,STCTY-40109 TRACT- OC 0012     IN OKLAHOMA CITY OK ADJ AREA,885,883,2,870,1,0,0
G4001090OC0013,STCTY-40109 TRACT- OC 0013     IN OKLAHOMA CITY OK ADJ AREA,2200,2190,10,2182,2,266,12.1
G41005100001,STCTY-41051 TRACT-    0001     IN PORTLAND OR,5900,5887,13,5191,13,2506,22.92
G41005100002,STCTY-41051 TRACT-    0002     IN PORTLAND OR,4482,4475,7,3896,7,3190,30.3
G41005100003,STCTY-41051 TRACT-    0003     IN PORTLAND OR,5971,5942,29,5327,16,5321,36.67
G41005100004,STCTY-41051 TRACT-    0004     IN PORTLAND OR,4211,4178,33,3629,27,2418,22.74
G41005100005,STCTY-41051 TRACT-    0005     IN PORTLAND OR,5318,5305,13,4746,7,1945,21.44
G41005100006,STCTY-41051 TRACT-    0006     IN PORTLAND OR,5258,5227,31,4707,17,1703,19.03
G41005100007,STCTY-41051 TRACT-    0007     IN PORTLAND OR,4671,4626,45,4139,10,2514,22.98
G41005100008,STCTY-41051 TRACT-    0008     IN PORTLAND OR,5978,5942,36,5298,23,2915,26.89
G41005100009,STCTY-41051 TRACT-    0009     IN PORTLAND OR,5437,5356,81,4556,51,3035,27.62
G41005100010,STCTY-41051 TRACT-    0010     IN PORTLAND OR,6545,6484,61,5226,17,2448,22.07
G41005100011,STCTY-41051 TRACT-    0011     IN PORTLAND OR,6560,6389,171,5557,18,3026,19.64
G41005100012,STCTY-41051 TRACT-    0012     IN PORTLAND OR,8160,8028,132,7059,2,3804,28.87
G41005100013,STCTY-41051 TRACT-    0013     IN PORTLAND OR,6176,6045,131,5379,18,2759,25.44
G41005100014,STCTY-41051 TRACT-    0014     IN PORTLAND OR,6600,6548,52,5724,25,2912,28.38
G41005100015,STCTY-41051 TRACT-    0015     IN PORTLAND OR,3428,3411,17,3045,2,4071,34.58
G41005100016,STCTY-41051 TRACT-    0016     IN PORTLAND OR,3897,3857,40,3438,5,3030,25.18
G41005100017,STCTY-41051 TRACT-    0017     IN PORTLAND OR,5910,5845,65,5256,40,2513,23.46
G41005100018,STCTY-41051 TRACT-    0018     IN PORTLAND OR,4752,4719,33,4236,20,3252,27.72
G41005100019,STCTY-41051 TRACT-    0019     IN PORTLAND OR,5514,5500,14,4970,2,5364,49.68
G41005100020,STCTY-41051 TRACT-    0020     IN PORTLAND OR,6394,6321,73,5612,28,3007,31.31
G41005100021,STCTY-41051 TRACT-    0021     IN PORTLAND OR,4856,4719,137,4160,10,2391,18.63
G41005100022,STCTY-41051 TRACT-    0022     IN PORTLAND OR,6951,6159,792,5193,653,1570,18.4
G41005100023,STCTY-41051 TRACT-    0023     IN PORTLAND OR,6543,6136,407,5101,300,2102,21.82
G41005100024,STCTY-41051 TRACT-    0024     IN PORTLAND OR,6627,6605,22,5672,7,4502,41.06
G41005100025,STCTY-41051 TRACT-    0025     IN PORTLAND OR,9361,9324,37,8472,7,5434,44.55
G41005100026,STCTY-41051 TRACT-    0026     IN PORTLAND OR,3464,3460,4,3130,1,4686,47.53
G41005100027,STCTY-41051 TRACT-    0027     IN PORTLAND OR,6731,6725,6,6116,4,4270,40
G41005100028,STCTY-41051 TRACT-    0028     IN PORTLAND OR,6170,6134,36,5546,7,3987,36.93
G41005100029,STCTY-41051 TRACT-    0029     IN PORTLAND OR,6888,6858,30,6127,16,3382,32.14
G41005100030,STCTY-41051 TRACT-    0030     IN PORTLAND OR,3694,3688,6,3281,5,3782,35.9
G41005100031,STCTY-41051 TRACT-    0031     IN PORTLAND OR,4744,4709,35,4158,32,3784,30.32
G41005100032,STCTY-41051 TRACT-    0032     IN PORTLAND OR,4289,4269,20,3677,12,3468,29.66
G41005100033,STCTY-41051 TRACT-    0033     IN PORTLAND OR,6396,6241,155,4904,144,2432,22.93
G41005100034,STCTY-41051 TRACT-    0034     IN PORTLAND OR,6548,6463,85,5345,64,2601,24
G41005100035,STCTY-41051 TRACT-    0035     IN PORTLAND OR,6090,6061,29,5017,9,2896,25.57
G41005100036,STCTY-41051 TRACT-    0036     IN PORTLAND OR,8170,8092,78,7147,21,3016,26.29
G41005100037,STCTY-41051 TRACT-    0037     IN PORTLAND OR,5720,5705,15,5095,2,3662,32.05
G41005100038,STCTY-41051 TRACT-    0038     IN PORTLAND OR,9613,9596,17,8595,8,2986,27.21
G41005100039,STCTY-41051 TRACT-    0039     IN PORTLAND OR,5487,5471,16,4872,1,2777,25.09
G41005100040,STCTY-41051 TRACT-    0040     IN PORTLAND OR,4851,4833,18,4243,5,2299,21.13
G41005100041,STCTY-41051 TRACT-    0041     IN PORTLAND OR,5473,5473,0,4889,0,1926,21.07
G41005100042,STCTY-41051 TRACT-    0042     IN PORTLAND OR,2392,2372,20,2118,0,1964,18.5
G41005100043,STCTY-41051 TRACT-    0043     IN PORTLAND OR,1568,1512,56,1246,0,2140,16.3
G41005100044,STCTY-41051 TRACT-    0044     IN PORTLAND OR,113,113,0,93,0,0,0
G41005100045,STCTY-41051 TRACT-    0045     IN PORTLAND OR,3152,3119,33,2580,20,2792,20.7
G41005100046,STCTY-41051 TRACT-    0046     IN PORTLAND OR,4506,4450,56,4061,16,10357,40.69
G41005100047,STCTY-41051 TRACT-    0047     IN PORTLAND OR,4680,4653,27,4109,3,4542,29.45
G41005100048,STCTY-41051 TRACT-    0048     IN PORTLAND OR,4465,4430,35,3972,3,0,28.76
G41005100049,STCTY-41051 TRACT-    0049     IN PORTLAND OR,4507,4477,30,3966,0,3250,27.46
G41005100050,STCTY-41051 TRACT-    0050     IN PORTLAND OR,2382,2151,231,1811,44,0,17.88
G41005100051,STCTY-41051 TRACT-    0051     IN PORTLAND OR,2708,1882,826,1264,85,0,13.59
G41005100052,STCTY-41051 TRACT-    0052     IN PORTLAND OR,4922,4839,83,4271,2,0,21.13
G41005100053,STCTY-41051 TRACT-    0053     IN PORTLAND OR,4134,4044,90,3470,10,0,16.69
G41005100054,STCTY-41051 TRACT-    0054     IN PORTLAND OR,3260,2514,746,1822,25,0,7.43
G41005100055,STCTY-41051 TRACT-    0055     IN PORTLAND OR,2911,2890,21,2526,1,3000,18.27
G41005100056,STCTY-41051 TRACT-    0056     IN PORTLAND OR,6311,6253,58,5439,0,3632,22.55
G41005100057,STCTY-41051 TRACT-    0057     IN PORTLAND OR,5359,5070,289,3815,33,2093,12.88
G41005100058,STCTY-41051 TRACT-    0058     IN PORTLAND OR,3101,3087,14,2573,3,5527,30.95
G41005100059,STCTY-41051 TRACT-    0059     IN PORTLAND OR,2987,2949,38,2391,30,2648,20.61
G41005100060,STCTY-41051 TRACT-    0060     IN PORTLAND OR,2108,2096,12,1841,0,3065,19.76
G42000300001,STCTY-42003 TRACT-    0001     IN PITTSBURGH PA ADJ AREA,504,487,17,445,17,0,0
G42000300001A,STCTY-42003 TRACT-    0001-A   IN PITTSBURGH PA,877,860,17,726,5,0,0
G42000300001B,STCTY-42003 TRACT-    0001-B   IN PITTSBURGH PA,8488,8346,142,6501,129,4179,26.75
G42000300002,STCTY-42003 TRACT-    0002     IN PITTSBURGH PA ADJ AREA,4716,4674,42,4365,42,5437,43.58
G42000300002A,STCTY-42003 TRACT-    0002-A   IN PITTSBURGH PA,718,717,1,540,0,0,0
G42000300002B,STCTY-42003 TRACT-    0002-B   IN PITTSBURGH PA,1398,1212,186,864,186,0,26.74
G42000300002C,STCTY-42003 TRACT-    0002-C   IN PITTSBURGH PA,627,627,0,448,0,0,22.46
G42000300002D,STCTY-42003 TRACT-    0002-D   IN PITTSBURGH PA,1187,1080,107,792,107,0,21.66
G42000300002E,STCTY-42003 TRACT-    0002-E   IN PITTSBURGH PA,561,211,350,174,350,0,15.65
G42000300003,STCTY-42003 TRACT-    0003     IN PITTSBURGH PA ADJ AREA,2196,2192,4,2048,4,3891,38.86
G42000300003A,STCTY-42003 TRACT-    0003-A   IN PITTSBURGH PA,2061,1097,964,797,964,0,23.74
G42000300003B,STCTY-42003 TRACT-    0003-B   IN PITTSBURGH PA,4223,2995,1228,2018,1215,4227,23.04
G42000300003C,STCTY-42003 TRACT-    0003-C   IN PITTSBURGH PA,5622,1643,3979,1037,3975,0,22.61
G42000300003D,STCTY-42003 TRACT-    0003-D   IN PITTSBURGH PA,5168,1563,3605,1004,3604,0,25.9
G42000300003E,STCTY-42003 TRACT-    0003-E   IN PITTSBURGH PA,4554,3252,1302,2096,1302,3090,26.09
G42000300004,STCTY-42003 TRACT-    0004     IN PITTSBURGH PA ADJ AREA,1705,1705,0,1601,0,5286,50.65
G42000300004A,STCTY-42003 TRACT-    0004-A   IN PITTSBURGH PA,2410,2234,176,1783,176,4029,23.77
G42000300004B,STCTY-42003 TRACT-    0004-B   IN PITTSBURGH PA,1608,1237,371,940,371,0,20.51
G42000300004C,STCTY-42003 TRACT-    0004-C   IN PITTSBURGH PA,2428,2422,6,2035,4,4952,40.33
G42000300004D,STCTY-42003 TRACT-    0004-D   IN PITTSBURGH PA,3578,3524,54,3267,53,20000,75.4
G42000300004E,STCTY-42003 TRACT-    0004-E   IN PITTSBURGH PA,1353,1314,39,1138,39,0,64.92
G42000300004F,STCTY-42003 TRACT-    0004-F   IN PITTSBURGH PA,7852,7819,33,6079,29,4857,38.59
G42000300004G,STCTY-42003 TRACT-    0004-G   IN PITTSBURGH PA,1354,1354,0,1054,0,0,41.85
G42000300004H,STCTY-42003 TRACT-    0004-H   IN PITTSBURGH PA,3939,3698,241,2864,241,3139,24.5
G42000300004I,STCTY-42003 TRACT-    0004-I   IN PITTSBURGH PA,3169,3144,25,2372,25,4139,36.56
G42000300005,STCTY-42003 TRACT-    0005     IN PITTSBURGH PA ADJ AREA,827,810,17,739,17,3278,37
G42000300005A,STCTY-42003 TRACT-    0005-A   IN PITTSBURGH PA,1345,134,1211,88,1211,0,30.72
G42000300005B,STCTY-42003 TRACT-    0005-B   IN PITTSBURGH PA,1112,377,735,325,735,0,30.71
G42000300005C,STCTY-42003 TRACT-    0005-C   IN PITTSBURGH PA,8379,1560,6819,931,6812,2923,26.64
G42000300005D,STCTY-42003 TRACT-    0005-D   IN PITTSBURGH PA,5603,250,5353,163,5352,3250,28.58
G42000300005E,STCTY-42003 TRACT-    0005-E   IN PITTSBURGH PA,2943,347,2596,231,2595,2625,32.35
G42000300005F,STCTY-42003 TRACT-    0005-F   IN PITTSBURGH PA,77,71,6,42,6,0,0
G42000300005G,STCTY-42003 TRACT-    0005-G   IN PITTSBURGH PA,1040,433,607,296,607,0,33.92
G42000300005H,STCTY-42003 TRACT-    0005-H   IN PITTSBURGH PA,811,331,480,243,480,0,33.53
G42000300005I,STCTY-42003 TRACT-    0005-I   IN PITTSBURGH PA,6071,3852,2219,3084,2216,4130,35.17
G42000300005J,STCTY-42003 TRACT-    0005-J   IN PITTSBURGH PA,1196,1170,26,1080,26,0,68.25
G42000300006,STCTY-42003 TRACT-    0006     IN PITTSBURGH PA ADJ AREA,1427,1381,46,1301,46,4274,38.96
G42000300006A,STCTY-42003 TRACT-    0006-A   IN PITTSBURGH PA,1730,842,888,637,887,0,20.32
